C—digo SISSA,N¡ Partos,CONE  Q,CONE  A, CONE  S,CONE  PM,CONE  PN,CONE  RMN,CONE  T
12100492124415,1094,1,1,1,1,1,1,1
10100912124031,256,1,1,1,1,1,1,1
10100212124032,166,1,1,0,1,1,1,1
10100702124033,195,1,1,0,1,1,1,1
10101052124034,245,9,9,9,9,9,9,9
10100352124030,195,1,1,0,1,1,1,1
