C—digo SISSA,N¡ Partos,CONE  Q,CONE  A, CONE  S,CONE  PM,CONE  PN,CONE  RMN,CONE  T
12340142147065,3378,1,1,1,1,1,1,1
10340562147035,350,1,1,1,1,1,1,1
10340492147039,831,1,1,1,1,1,1,1
10340282147038,664,1,1,1,1,1,1,1
10340352147044,460,1,1,1,1,1,1,1
10340492147055,667,1,1,1,1,1,1,1
10340352147047,590,1,1,1,1,1,1,1
10340562147051,590,1,1,1,1,1,1,1
10340632147026,184,0,0,0,0,0,0,0
