C—digo SISSA,N¡ Partos,CONE  Q,CONE  A, CONE  S,CONE  PM,CONE  PN,CONE  RMN,CONE  T
10940142195003,660,1,1,1,1,1,1,1
10940072195002,851,1,1,1,1,1,1,1
10940142395005,529,1,1,1,1,1,1,1
